abjecções;abjeções
auto-sugestionásseis;autossugestionásseis
auto-sugestionássemos;autossugestionássemos
auto-sugestionávamos;autossugestionávamos
auto-sugestionáveis;autossugestionáveis
auto-sugestão;autossugestão
axóide;axoide
baptismais;batismais
baptismal;batismal
baptismo;batismo
baptismos;batismos
baptista;batista
baptistas;batistas
baptiza;batiza
baptizada;batizada
baptizadas;batizadas
baptizado;batizado
baptizados;batizados
baptizai;batizai
baptizais;batizais
baptizam;batizam
baptizamos;batizamos
baptizando;batizando
baptizante;batizante
baptizantes;batizantes
baptizara;batizara
baptizaram;batizaram
baptizaríamos;batizaríamos
baptizaras;batizaras
baptizará;batizará
baptizar;batizar
baptizardes;batizardes
baptizarei;batizarei
baptizaríeis;batizaríeis
baptizareis;batizareis
baptizarem;batizarem
baptizaremos;batizaremos
baptizares;batizares
baptizaria;batizaria
baptizariam;batizariam
baptizarias;batizarias
baptizar-lha;batizar-lha
baptizar-lhas;batizar-lhas
baptizar-lhe;batizar-lhe
baptizar-lhes;batizar-lhes
baptizar-lho;batizar-lho
baptizar-lhos;batizar-lhos
baptizar-me;batizar-me
baptizar-me-ei;batizar-me-ei
baptizar-me-ia;batizar-me-ia
baptizarmos;batizarmos
baptizar-nos-íamos;batizar-nos-íamos
baptizar-nos;batizar-nos
baptizar-nos-emos;batizar-nos-emos
baptizarão;batizarão
baptizarás;batizarás
baptizar-se-á;batizar-se-á
baptizar-se;batizar-se
baptizar-se-ia;batizar-se-ia
baptizar-se-iam;batizar-se-iam
baptizar-se-ão;batizar-se-ão
baptizar-te-á;batizar-te-á
baptizar-te;batizar-te
baptizar-te-ei;batizar-te-ei
baptizar-te-ias;batizar-te-ias
baptizar-te-ás;batizar-te-ás
baptizar-vos;batizar-vos
baptizar-vos-íeis;batizar-vos-íeis
baptizar-vos-eis;batizar-vos-eis
baptizas;batizas
baptizasse;batizasse
baptizassem;batizassem
baptizasses;batizasses
baptizaste;batizaste
baptizastes;batizastes
baptizava;batizava
baptizavam;batizavam
baptizavas;batizavas
baptize;batize
baptizei;batizei
baptizeis;batizeis
baptizem;batizem
baptizemos;batizemos
baptizes;batizes
baptizá-la;batizá-la
baptizá-las;batizá-las
baptizá-lo-íamos;batizá-lo-íamos
baptizá-lo-á;batizá-lo-á
baptizá-lo;batizá-lo
baptizá-lo-ei;batizá-lo-ei
baptizá-lo-íeis;batizá-lo-íeis
baptizá-lo-eis;batizá-lo-eis
baptizá-lo-emos;batizá-lo-emos
baptizá-lo-ia;batizá-lo-ia
baptizá-lo-iam;batizá-lo-iam
baptizá-lo-ias;batizá-lo-ias
baptizá-lo-ão;batizá-lo-ão
baptizá-lo-ás;batizá-lo-ás
baptizá-los;batizá-los
baptizámos;batizámos
baptizo;batizo
baptizou;batizou
baptizáramos;batizáramos
baptizáreis;batizáreis
baptizásseis;batizásseis
baptizássemos;batizássemos
baptizávamos;batizávamos
baptizáveis;batizáveis
batracóide;batracoide
benzóico;benzoico
bóia;boia
bidireccionais;bidirecionais
bidireccional;bidirecional
bilinguismo;bilinguismo
bilinguismos;bilinguismos
bioelectricidade;bioeletricidade
bioelectricidades;bioeletricidades
birrefracção;birrefração
bissector;bissetor
bissectriz;bissetriz
bissectrizes;bissetrizes
boleia;boleia
cactóide;cactoide
cacto;cato
cactos;catos
caquéctica;caquética
caquécticas;caquéticas
caquéctico;caquético
caquécticos;caquéticos
caracteristicamente;caracteristicamente
caracteriza;caracteriza
caracterizada;caracterizada
caracterizadas;caracterizadas
caracterizado;caracterizado
caracterizadora;caracterizadora
caracterizadoras;caracterizadoras
caracterizador;caracterizador
caracterizadores;caracterizadores
caracterizados;caracterizados
caracterizações;caracterizações
caracterizai;caracterizai
caracterizais;caracterizais
caracterizam;caracterizam
caracterizamos;caracterizamos
caracterizando;caracterizando
caracterizante;caracterizante
caracterizantes;caracterizantes
caracterização;caracterização
caracterizara;caracterizara
caracterizaram;caracterizaram
caracterizaríamos;caracterizaríamos
caracterizaras;caracterizaras
caracterizará;caracterizará
caracterizar;caracterizar
caracterizardes;caracterizardes
caracterizarei;caracterizarei
caracterizaríeis;caracterizaríeis
caracterizareis;caracterizareis
caracterizarem;caracterizarem
caracterizaremos;caracterizaremos
caracterizares;caracterizares
caracterizaria;caracterizaria
caracterizariam;caracterizariam
caracterizarias;caracterizarias
caracterizar-lha;caracterizar-lha
caracterizar-lhas;caracterizar-lhas
caracterizar-lhe;caracterizar-lhe
caracterizar-lhes;caracterizar-lhes
caracterizar-lho;caracterizar-lho
caracterizar-lhos;caracterizar-lhos
caracterizar-me;caracterizar-me
caracterizar-me-ei;caracterizar-me-ei
caracterizar-me-ia;caracterizar-me-ia
caracterizarmos;caracterizarmos
caracterizar-nos-íamos;caracterizar-nos-íamos
caracterizar-nos;caracterizar-nos
caracterizar-nos-emos;caracterizar-nos-emos
caracterizarão;caracterizarão
caracterizarás;caracterizarás
caracterizar-se-á;caracterizar-se-á
caracterizar-se;caracterizar-se
caracterizar-se-ia;caracterizar-se-ia
caracterizar-se-iam;caracterizar-se-iam
caracterizar-se-ão;caracterizar-se-ão
caracterizar-te-á;caracterizar-te-á
caracterizar-te;caracterizar-te
caracterizar-te-ei;caracterizar-te-ei
caracterizar-te-ias;caracterizar-te-ias
caracterizar-te-ás;caracterizar-te-ás
caracterizar-vos;caracterizar-vos
caracterizar-vos-íeis;caracterizar-vos-íeis
caracterizar-vos-eis;caracterizar-vos-eis
caracterizas;caracterizas
caracterizasse;caracterizasse
caracterizassem;caracterizassem
caracterizasses;caracterizasses
caracterizaste;caracterizaste
caracterizastes;caracterizastes
caracterizava;caracterizava
caracterizavam;caracterizavam
caracterizavas;caracterizavas
caracterize;caracterize
caracterizei;caracterizei
caracterizeis;caracterizeis
caracterizem;caracterizem
caracterizemos;caracterizemos
caracterizes;caracterizes
caracterizá-la;caracterizá-la
caracterizá-las;caracterizá-las
caracterizá-lo-íamos;caracterizá-lo-íamos
caracterizá-lo-á;caracterizá-lo-á
caracterizá-lo;caracterizá-lo
caracterizá-lo-ei;caracterizá-lo-ei
caracterizá-lo-íeis;caracterizá-lo-íeis
caracterizá-lo-eis;caracterizá-lo-eis
caracterizá-lo-emos;caracterizá-lo-emos
caracterizá-lo-ia;caracterizá-lo-ia
caracterizá-lo-iam;caracterizá-lo-iam
caracterizá-lo-ias;caracterizá-lo-ias
caracterizá-lo-ão;caracterizá-lo-ão
caracterizá-lo-ás;caracterizá-lo-ás
caracterizá-los;caracterizá-los
caracterizámos;caracterizámos
caracterizo;caracterizo
caracterizou;caracterizou
caracterizáramos;caracterizáramos
caracterizáreis;caracterizáreis
caracterizásseis;caracterizásseis
caracterizássemos;caracterizássemos
caracterizávamos;caracterizávamos
caracterizáveis;caracterizáveis
característica;característica
características;características
característico;característico
característicos;característicos
carácter;carácter
catenóide;catenoide
cefaleia;cefaleia
cefaleias;cefaleias
cefalóide;cefaloide
celulóide;celuloide
centopeia;centopeia
cepticismo;ceticismo
cepticismos;ceticismos
ceptro;cetro
ceptros;cetros
cerebróide;cerebroide
ciclóide;cicloide
cilindróide;cilindroide
cinquenta;cinquenta
cinquentavo;cinquentavo
cinquentenária;cinquentenária
cinquentenárias;cinquentenárias
cinquentenário;cinquentenário
cinquentenários;cinquentenários
cinquentões;cinquentões
cinquentão;cinquentão
cinquentona;cinquentona
cinquentonas;cinquentonas
circunspecta;circunspeto
circunspectas;circunspeto
circunspecto;circunspeto
circunspectos;circunspeto
clarabóia;claraboia
coacções;coações
coacção;coação
coactiva;coativa
coactivas;coativas
coactivo;coativo
coactivos;coativos
coactor;coator
coactores;coatores
co-acusado;coacusado
co-acusados;coacusados
co-administra;coadministra
co-administrada;coadministrada
co-administradas;coadministradas
co-administrado;coadministrado
co-administrador;coadministrador
co-administrados;coadministrados
co-administrai;coadministrai
co-administrais;coadministrais
co-administram;coadministram
co-administramos;coadministramos
co-administrando;coadministrando
co-administrara;coadministrara
co-administraram;coadministraram
co-administraríamos;coadministraríamos
co-administraras;coadministraras
co-administrará;coadministrará
co-administrar;coadministrar
co-administrardes;coadministrardes
co-administrarei;coadministrarei
co-administraríeis;coadministraríeis
co-administrareis;coadministrareis
co-administrarem;coadministrarem
co-administraremos;coadministraremos
co-administrares;coadministrares
co-administraria;coadministraria
co-administrariam;coadministrariam
co-administrarias;coadministrarias
co-administrar-lha;coadministrar-lha
co-administrar-lhas;coadministrar-lhas
co-administrar-lhe;coadministrar-lhe
co-administrar-lhes;coadministrar-lhes
co-administrar-lho;coadministrar-lho
co-administrar-lhos;coadministrar-lhos
co-administrar-me;coadministrar-me
co-administrar-me-ei;coadministrar-me-ei
co-administrar-me-ia;coadministrar-me-ia
co-administrarmos;coadministrarmos
co-administrar-nos-íamos;coadministrar-nos-íamos
co-administrar-nos;coadministrar-nos
co-administrar-nos-emos;coadministrar-nos-emos
co-administrarão;coadministrarão
co-administrarás;coadministrarás
co-administrar-se-á;coadministrar-se-á
co-administrar-se;coadministrar-se
co-administrar-se-ia;coadministrar-se-ia
co-administrar-se-iam;coadministrar-se-iam
co-administrar-se-ão;coadministrar-se-ão
co-administrar-te-á;coadministrar-te-á
co-administrar-te;coadministrar-te
co-administrar-te-ei;coadministrar-te-ei
co-administrar-te-ias;coadministrar-te-ias
co-administrar-te-ás;coadministrar-te-ás
co-administrar-vos;coadministrar-vos
co-administrar-vos-íeis;coadministrar-vos-íeis
co-administrar-vos-eis;coadministrar-vos-eis
co-administras;coadministras
co-administrasse;coadministrasse
co-administrassem;coadministrassem
co-administrasses;coadministrasses
co-administraste;coadministraste
co-administrastes;coadministrastes
co-administrava;coadministrava
co-administravam;coadministravam
co-administravas;coadministravas
co-administre;coadministre
co-administrei;coadministrei
co-administreis;coadministreis
co-administrem;coadministrem
co-administremos;coadministremos
co-administres;coadministres
co-administrá-la;coadministrá-la
co-administrá-las;coadministrá-las
co-administrá-lo-íamos;coadministrá-lo-íamos
co-administrá-lo-á;coadministrá-lo-á
co-administrá-lo;coadministrá-lo
co-administrá-lo-ei;coadministrá-lo-ei
co-administrá-lo-íeis;coadministrá-lo-íeis
co-administrá-lo-eis;coadministrá-lo-eis
co-administrá-lo-emos;coadministrá-lo-emos
co-administrá-lo-ia;coadministrá-lo-ia
co-administrá-lo-iam;coadministrá-lo-iam
co-administrá-lo-ias;coadministrá-lo-ias
co-administrá-lo-ão;coadministrá-lo-ão
co-administrá-lo-ás;coadministrá-lo-ás
co-administrá-los;coadministrá-los
co-administrámos;coadministrámos
co-administro;coadministro
co-administrou;coadministrou
co-administráramos;coadministráramos
co-administráreis;coadministráreis
co-administrásseis;coadministrásseis
co-administrássemos;coadministrássemos
co-administrávamos;coadministrávamos
co-administráveis;coadministráveis
co-aluno;coaluno
co-arrenda;coarrenda
co-arrendada;coarrendada
co-arrendadas;coarrendadas
co-arrendado;coarrendado
co-arrendados;coarrendados
co-arrendai;coarrendai
co-arrendais;coarrendais
co-arrendam;coarrendam
co-arrendamos;coarrendamos
co-arrendando;coarrendando
co-arrendara;coarrendara
co-arrendaram;coarrendaram
co-arrendaríamos;coarrendaríamos
co-arrendaras;coarrendaras
co-arrendará;coarrendará
co-arrendar;coarrendar
co-arrendardes;coarrendardes
co-arrendarei;coarrendarei
co-arrendaríeis;coarrendaríeis
co-arrendareis;coarrendareis
co-arrendarem;coarrendarem
co-arrendaremos;coarrendaremos
co-arrendares;coarrendares
co-arrendaria;coarrendaria
co-arrendariam;coarrendariam
co-arrendarias;coarrendarias
co-arrendar-lha;coarrendar-lha
co-arrendar-lhas;coarrendar-lhas
co-arrendar-lhe;coarrendar-lhe
co-arrendar-lhes;coarrendar-lhes
co-arrendar-lho;coarrendar-lho
co-arrendar-lhos;coarrendar-lhos
co-arrendar-me;coarrendar-me
co-arrendar-me-ei;coarrendar-me-ei
co-arrendar-me-ia;coarrendar-me-ia
co-arrendarmos;coarrendarmos
co-arrendar-nos-íamos;coarrendar-nos-íamos
co-arrendar-nos;coarrendar-nos
co-arrendar-nos-emos;coarrendar-nos-emos
co-arrendarão;coarrendarão
co-arrendarás;coarrendarás
co-arrendar-se-á;coarrendar-se-á
co-arrendar-se;coarrendar-se
co-arrendar-se-ia;coarrendar-se-ia
co-arrendar-se-iam;coarrendar-se-iam
co-arrendar-se-ão;coarrendar-se-ão
co-arrendar-te-á;coarrendar-te-á
co-arrendar-te;coarrendar-te
co-arrendar-te-ei;coarrendar-te-ei
co-arrendar-te-ias;coarrendar-te-ias
co-arrendar-te-ás;coarrendar-te-ás
co-arrendar-vos;coarrendar-vos
co-arrendar-vos-íeis;coarrendar-vos-íeis
co-arrendar-vos-eis;coarrendar-vos-eis
co-arrendas;coarrendas
co-arrendasse;coarrendasse
co-arrendassem;coarrendassem
co-arrendasses;coarrendasses
co-arrendaste;coarrendaste
co-arrendastes;coarrendastes
co-arrendatário;coarrendatário
co-arrendava;coarrendava
co-arrendavam;coarrendavam
co-arrendavas;coarrendavas
co-arrende;coarrende
co-arrendei;coarrendei
co-arrendeis;coarrendeis
co-arrendem;coarrendem
co-arrendemos;coarrendemos
co-arrendes;coarrendes
co-arrendá-la;coarrendá-la
co-arrendá-las;coarrendá-las
co-arrendá-lo-íamos;coarrendá-lo-íamos
co-arrendá-lo-á;coarrendá-lo-á
co-arrendá-lo;coarrendá-lo
co-arrendá-lo-ei;coarrendá-lo-ei
co-arrendá-lo-íeis;coarrendá-lo-íeis
co-arrendá-lo-eis;coarrendá-lo-eis
co-arrendá-lo-emos;coarrendá-lo-emos
co-arrendá-lo-ia;coarrendá-lo-ia
co-arrendá-lo-iam;coarrendá-lo-iam
co-arrendá-lo-ias;coarrendá-lo-ias
co-arrendá-lo-ão;coarrendá-lo-ão
co-arrendá-lo-ás;coarrendá-lo-ás
co-arrendá-los;coarrendá-los
co-arrendámos;coarrendámos
co-arrendo;coarrendo
co-arrendou;coarrendou
co-arrendáramos;coarrendáramos
co-arrendáreis;coarrendáreis
co-arrendásseis;coarrendásseis
co-arrendássemos;coarrendássemos
co-arrendávamos;coarrendávamos
co-arrendáveis;coarrendáveis
co-associado;coassociado
co-autor;coautor
co-autoria;coautoria
co-delinquente;codelinquente
co-delinquência;codelinquência
co-delinquências;codelinquências
co-detentor;codetentor
co-dialecto;codialeto
co-director;codiretor
co-donatário;codonatário
co-eleitor;coeleitor
co-eternidade;coeternidade
co-eternidades;coeternidades
co-eterno;coeterno
co-gerente;cogerente
co-gerência;cogerência
co-gerências;cogerências
co-inquilino;coinquilino
co-latitude;colatitude
colecciona;coleciona
coleccionada;colecionada
coleccionadas;colecionadas
coleccionado;colecionado
coleccionadora;colecionadora
coleccionadoras;colecionadoras
coleccionador;colecionador
coleccionadores;colecionadores
coleccionados;colecionados
coleccionações;colecionações
coleccionai;colecionai
coleccionais;colecionais
coleccionam;colecionam
coleccionamos;colecionamos
coleccionando;colecionando
coleccionação;colecionação
coleccionara;colecionara
coleccionaram;colecionaram
coleccionaríamos;colecionaríamos
coleccionaras;colecionaras
coleccionará;colecionará
coleccionar;colecionar
coleccionardes;colecionardes
coleccionarei;colecionarei
coleccionaríeis;colecionaríeis
coleccionareis;colecionareis
coleccionarem;colecionarem
coleccionaremos;colecionaremos
coleccionares;colecionares
coleccionaria;colecionaria
coleccionariam;colecionariam
coleccionarias;colecionarias
coleccionar-lha;colecionar-lha
coleccionar-lhas;colecionar-lhas
coleccionar-lhe;colecionar-lhe
coleccionar-lhes;colecionar-lhes
coleccionar-lho;colecionar-lho
coleccionar-lhos;colecionar-lhos
coleccionar-me;colecionar-me
coleccionar-me-ei;colecionar-me-ei
coleccionar-me-ia;colecionar-me-ia
coleccionarmos;colecionarmos
coleccionar-nos-íamos;colecionar-nos-íamos
coleccionar-nos;colecionar-nos
coleccionar-nos-emos;colecionar-nos-emos
coleccionarão;colecionarão
coleccionarás;colecionarás
coleccionar-se-á;colecionar-se-á
coleccionar-se;colecionar-se
coleccionar-se-ia;colecionar-se-ia
coleccionar-se-iam;colecionar-se-iam
coleccionar-se-ão;colecionar-se-ão
coleccionar-te-á;colecionar-te-á
coleccionar-te;colecionar-te
coleccionar-te-ei;colecionar-te-ei
coleccionar-te-ias;colecionar-te-ias
coleccionar-te-ás;colecionar-te-ás
coleccionar-vos;colecionar-vos
coleccionar-vos-íeis;colecionar-vos-íeis
coleccionar-vos-eis;colecionar-vos-eis
coleccionas;colecionas
coleccionasse;colecionasse
coleccionassem;colecionassem
coleccionasses;colecionasses
coleccionaste;colecionaste
coleccionastes;colecionastes
coleccionava;colecionava
coleccionavam;colecionavam
coleccionavas;colecionavas
coleccione;colecione
coleccionei;colecionei
coleccioneis;colecioneis
coleccionem;colecionem
coleccionemos;colecionemos
colecciones;coleciones
coleccionismo;colecionismo
coleccionismos;colecionismos
coleccionista;colecionista
coleccionistas;colecionistas
coleccioná-la;colecioná-la
coleccioná-las;colecioná-las
coleccioná-lo-íamos;colecioná-lo-íamos
coleccioná-lo-á;colecioná-lo-á
coleccioná-lo;colecioná-lo
coleccioná-lo-ei;colecioná-lo-ei
coleccioná-lo-íeis;colecioná-lo-íeis
coleccioná-lo-eis;colecioná-lo-eis
coleccioná-lo-emos;colecioná-lo-emos
coleccioná-lo-ia;colecioná-lo-ia
coleccioná-lo-iam;colecioná-lo-iam
coleccioná-lo-ias;colecioná-lo-ias
coleccioná-lo-ão;colecioná-lo-ão
coleccioná-lo-ás;colecioná-lo-ás
coleccioná-los;colecioná-los
coleccionámos;colecionámos
colecciono;coleciono
coleccionou;colecionou
coleccionáramos;colecionáramos
coleccionáreis;colecionáreis
coleccionásseis;colecionásseis
coleccionássemos;colecionássemos
coleccionávamos;colecionávamos
coleccionáveis;colecionáveis
colecções;coleções
colecção;coleção
colecta;coleta
colectada;coletada
colectadas;coletadas
colectado;coletado
colectados;coletados
colectai;coletai
colectais;coletais
colectam;coletam
colectamos;coletamos
colectando;coletando
colectara;coletara
colectaram;coletaram
colectaríamos;coletaríamos
colectaras;coletaras
colectará;coletará
colectar;coletar
colectardes;coletardes
colectarei;coletarei
colectaríeis;coletaríeis
colectareis;coletareis
colectarem;coletarem
colectaremos;coletaremos
colectares;coletares
colectaria;coletaria
colectariam;coletariam
colectarias;coletarias
colectar-lha;coletar-lha
colectar-lhas;coletar-lhas
colectar-lhe;coletar-lhe
colectar-lhes;coletar-lhes
colectar-lho;coletar-lho
colectar-lhos;coletar-lhos
colectar-me;coletar-me
colectar-me-ei;coletar-me-ei
colectar-me-ia;coletar-me-ia
colectarmos;coletarmos
colectar-nos-íamos;coletar-nos-íamos
colectar-nos;coletar-nos
colectar-nos-emos;coletar-nos-emos
colectarão;coletarão
colectarás;coletarás
colectar-se-á;coletar-se-á
colectar-se;coletar-se
colectar-se-ia;coletar-se-ia
